sku,laptop_remark
QCNBB001867,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty."
QCNBB001868,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty."
QCNBB001869,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty."
QCNBB001870,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty."
QCNBB001871,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty."
QCNBB001872,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty."
QCNBB001873,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty."
QCNBB001874,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty."
QCNBB001875,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty."
SYGNBQB0328,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty."
QCNBB001876,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty."
QCNBB001877,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty."
QCNBB001878,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty."
SYGNBAS0329,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty."
SYGNBAS0330,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty."
SYGNBAS0331,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty."
SYGNBAS0332,"This product is tested and certified to work and may have External Wear and Tear, Scratches. The product comes with relevant accessories only Charger and is backed by 1 year Warranty."
